loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,annual_inc,verification_status,issue_d,loan_status,purpose,zip_code,addr_state,dti,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,last_pymnt_d,pub_rec_bankruptcies
24000,24000,23750.0, 60 months,17.58%,603.98,D,D4,American Sleep Centers,5 years,160000.0,Source Verified,11-Nov,Current,debt_consolidation,917xx,CA,14.83,0,17,0,31957,70.10%,54,16-May,0
4950,4950,4950.0, 36 months,11.71%,163.73,B,B3,Phillips Plastics,10+ years,19200.0,Source Verified,11-Nov,Charged Off,debt_consolidation,545xx,WI,22.63,0,12,2,6406,54.30%,33,12-Aug,0
5875,5875,5875.0, 36 months,12.69%,197.08,B,B5,Sustainable Soil Solutions,4 years,40000.0,Not Verified,11-Nov,Fully Paid,debt_consolidation,978xx,OR,23.94,0,9,0,31647,98.90%,32,14-Aug,0
20000,20000,19975.0, 60 months,18.64%,514.86,E,E1,"Clinical Research Management, Inc",5 years,57000.0,Verified,11-Nov,Current,debt_consolidation,217xx,MD,21.07,1,9,0,16919,88.60%,32,16-May,0
10000,10000,10000.0, 36 months,6.03%,304.36,A,A1,Sikorsky Aircraft Corporation,3 years,102000.0,Verified,11-Nov,Fully Paid,wedding,064xx,CT,8.67,0,18,0,3469,7%,32,14-Nov,0
3000,3000,3000.0, 36 months,16.29%,105.91,D,D1,,,16080.0,Verified,11-Nov,Fully Paid,vacation,945xx,CA,7.09,1,4,1,1726,78.50%,10,14-Dec,1
25000,25000,24978.59515, 60 months,23.91%,717.9,G,G4,Wyndham Vacation Ownership,7 years,200000.0,Source Verified,11-Nov,Fully Paid,debt_consolidation,347xx,FL,9.55,1,29,0,29680,45.80%,41,15-Aug,0
35000,35000,34600.0, 60 months,12.42%,786.01,B,B4,Ford Motor Company,10+ years,109592.0,Verified,11-Nov,Charged Off,debt_consolidation,140xx,NY,13.72,0,15,0,41795,34.70%,35,12-Nov,0
12000,12000,12000.0, 60 months,18.25%,306.36,D,D5,Morton Plant Hospital,7 years,64000.0,Not Verified,11-Nov,Fully Paid,other,346xx,FL,11.33,3,6,0,6782,64.60%,20,11-Dec,0
5000,5000,5000.0, 36 months,6.03%,152.18,A,A1,Glory USA Inc.,10+ years,95000.0,Not Verified,11-Nov,Fully Paid,debt_consolidation,926xx,CA,5.05,0,14,0,6150,11.80%,44,13-Feb,0
5825,5825,5825.0, 36 months,6.62%,178.85,A,A2,Bank of America,< 1 year,12000.0,Not Verified,11-Nov,Fully Paid,other,920xx,CA,11.0,0,6,0,4332,13.40%,6,13-Oct,0
2000,2000,2000.0, 36 months,7.90%,62.59,A,A4,DJO GLOBAL,2 years,30000.0,Not Verified,11-Nov,Fully Paid,debt_consolidation,551xx,MN,10.08,0,6,0,1540,20.80%,8,12-Sep,0
17500,17500,17500.0, 60 months,11.71%,386.72,B,B3,Brilliance Audio,3 years,35000.0,Verified,11-Nov,Current,house,494xx,MI,15.15,0,9,0,398,1.50%,17,16-May,0
30000,30000,29872.31661, 60 months,13.49%,690.15,C,C1,"McCarthy, Inc.",10+ years,60000.0,Verified,11-Nov,Fully Paid,home_improvement,313xx,GA,20.0,1,10,0,1601,11.30%,30,15-Sep,0
12500,12500,12250.0, 36 months,7.90%,391.13,A,A4,Banner Gateway Medical Center,7 years,70000.0,Not Verified,11-Nov,Fully Paid,credit_card,852xx,AZ,7.13,0,10,0,14324,51.30%,19,14-Nov,0
12000,12000,12000.0, 36 months,6.03%,365.23,A,A1,Microsoft,< 1 year,125000.0,Not Verified,11-Nov,Fully Paid,debt_consolidation,980xx,WA,6.7,0,7,0,7355,65.10%,20,13-Nov,0
4600,4600,4600.0, 36 months,6.03%,140.01,A,A1,New York Presbyterian Hospital,< 1 year,27864.0,Not Verified,11-Nov,Fully Paid,credit_card,112xx,NY,9.17,0,9,0,5581,16.80%,25,14-Sep,0
12000,12000,12000.0, 60 months,13.49%,276.06,C,C1,FRANKEL &CHESAPEAKE CADILLAC,10+ years,63000.0,Source Verified,11-Nov,Current,debt_consolidation,217xx,MD,23.66,0,7,0,23796,71.70%,21,16-May,0
12000,12000,12000.0, 36 months,6.62%,368.45,A,A2,kik custom rpoducts,< 1 year,50000.0,Not Verified,11-Nov,Fully Paid,debt_consolidation,305xx,GA,15.77,2,7,0,115,1.80%,15,14-Nov,0
1000,1000,1000.0, 36 months,16.29%,35.31,D,D1,mcmaster-carr,5 years,45727.2,Source Verified,11-Nov,Fully Paid,other,601xx,IL,9.03,2,9,0,8322,88.50%,14,14-Nov,0
8000,8000,7981.641179, 36 months,6.03%,243.49,A,A1,Manatee County,9 years,35400.0,Not Verified,11-Nov,Fully Paid,debt_consolidation,342xx,FL,9.42,0,7,0,12151,38.10%,30,14-Nov,0
7500,7500,7500.0, 60 months,12.42%,168.43,B,B4,wynn las vegas,< 1 year,30000.0,Source Verified,11-Nov,Fully Paid,debt_consolidation,891xx,NV,10.28,0,5,0,10710,45.60%,21,14-May,0
5800,5800,5800.0, 36 months,10.65%,188.93,B,B2,Lindenmeyr Munroe,1 year,27000.0,Not Verified,11-Nov,Fully Paid,credit_card,152xx,PA,23.91,0,8,0,7423,72.80%,12,14-Oct,0
2400,2400,2150.0, 36 months,8.90%,76.21,A,A5,Mobac Inc,3 years,40000.0,Not Verified,11-Nov,Fully Paid,major_purchase,193xx,PA,13.26,0,5,0,432,2.40%,6,14-Nov,0
20000,20000,20000.0, 60 months,11.71%,441.97,B,B3,Bank Of America,2 years,120000.0,Source Verified,11-Nov,Current,other,103xx,NY,6.51,0,8,0,768,3.10%,20,16-May,0
9375,9375,9375.0, 60 months,21.67%,257.18,F,F3,united healthcare,7 years,38000.0,Not Verified,11-Nov,Current,debt_consolidation,891xx,NV,14.59,3,32,0,8855,24.90%,40,16-May,0
6000,6000,6000.0, 36 months,6.03%,182.62,A,A1,Kimberly Clark Corp.,10+ years,80000.0,Not Verified,11-Nov,Fully Paid,other,067xx,CT,17.1,0,9,0,18498,64.70%,16,14-Apr,0
24000,24000,24000.0, 60 months,12.69%,542.28,B,B5,u.p.s.,10+ years,65000.0,Source Verified,11-Nov,Fully Paid,other,774xx,TX,0.65,1,5,0,1815,4%,17,12-Dec,0
3825,3825,3825.0, 36 months,17.27%,136.89,D,D3,,,14400.0,Not Verified,11-Nov,Charged Off,debt_consolidation,495xx,MI,12.25,3,3,0,4996,83.30%,13,13-May,0
10200,10200,10200.0, 36 months,12.69%,342.16,B,B5,North point Volvo ,1 year,36000.0,Not Verified,11-Nov,Fully Paid,wedding,722xx,AR,15.5,1,4,0,13893,62.30%,5,12-May,0
17500,17500,17475.0, 60 months,18.64%,450.51,E,E1,The Hartford Insurance,3 years,65000.0,Verified,11-Nov,Charged Off,debt_consolidation,281xx,NC,12.24,0,4,0,3229,64.60%,31,13-Jun,0
9250,9250,9250.0, 36 months,7.90%,289.44,A,A4,Pocono township police department,10+ years,49200.0,Verified,11-Nov,Fully Paid,debt_consolidation,183xx,PA,24.56,1,9,0,25023,47.70%,23,14-Nov,0
21500,21500,21500.0, 36 months,6.62%,660.13,A,A2,Wren Solutions,3 years,137000.0,Source Verified,11-Nov,Fully Paid,debt_consolidation,300xx,GA,8.97,0,12,0,19963,31.60%,46,12-Aug,0
4000,4000,4000.0, 36 months,14.27%,137.24,C,C2,Longmeadow animal hospital,2 years,16800.0,Not Verified,11-Nov,Charged Off,renewable_energy,217xx,MD,14.14,0,5,0,296,74%,26,14-Jun,0
35000,35000,34950.81636, 60 months,19.03%,908.5,E,E2,brubaker inc,3 years,85000.0,Verified,11-Nov,Charged Off,debt_consolidation,175xx,PA,17.82,0,13,0,17184,43.10%,24,12-Dec,0
12000,12000,12000.0, 60 months,20.30%,319.94,E,E5,Windermere,2 years,70000.0,Not Verified,11-Nov,Fully Paid,debt_consolidation,981xx,WA,13.23,2,7,0,6747,96.40%,25,15-Nov,0
3200,3200,2950.0, 36 months,10.65%,104.24,B,B2,Alameda County,3 years,44568.0,Source Verified,11-Nov,Fully Paid,debt_consolidation,946xx,CA,6.19,0,5,0,3084,37.60%,14,14-Mar,0
5000,5000,5000.0, 36 months,7.90%,156.46,A,A4,ITC/Emerchant Club,1 year,76000.0,Verified,11-Nov,Fully Paid,debt_consolidation,913xx,CA,10.12,2,4,0,1759,58.60%,27,14-Nov,0
4350,4350,4350.0, 36 months,6.03%,132.4,A,A1,,,30000.0,Verified,11-Nov,Fully Paid,credit_card,430xx,OH,13.88,0,8,0,2739,21.70%,13,12-Oct,0
7475,7475,7225.0, 36 months,7.90%,233.9,A,A4,Gannett Fleming,3 years,53000.0,Not Verified,11-Nov,Charged Off,debt_consolidation,330xx,FL,14.29,0,9,0,9657,60.70%,35,12-Dec,0
2800,2800,2800.0, 36 months,7.51%,87.12,A,A3,US Postal Service,10+ years,52800.0,Verified,11-Nov,Charged Off,other,900xx,CA,13.75,1,5,0,10207,64.20%,19,12-Dec,0
5300,5300,5300.0, 36 months,7.90%,165.84,A,A4,Campus Crusade for Christ,8 years,23340.0,Source Verified,11-Nov,Fully Paid,debt_consolidation,787xx,TX,9.67,0,3,0,5360,37%,6,14-Nov,0
4000,4000,4000.0, 36 months,8.90%,127.02,A,A5,CVS CAREMARK Romack Inc,< 1 year,40860.0,Source Verified,11-Nov,Charged Off,moving,187xx,PA,6.11,0,6,0,10047,60.20%,15,12-Dec,0
9000,9000,9000.0, 36 months,6.03%,273.92,A,A1,STATE OF GEORGIA,10+ years,35352.0,Not Verified,11-Nov,Fully Paid,home_improvement,318xx,GA,9.06,0,6,0,8032,25.50%,18,13-Apr,0
8300,8300,8275.0, 60 months,14.65%,195.94,C,C3,,5 years,48000.0,Verified,11-Nov,Current,debt_consolidation,452xx,OH,19.23,2,9,0,11444,27%,19,16-May,0
12000,12000,11750.0, 60 months,12.42%,269.49,B,B4,Ohio National Financial Services,5 years,33000.0,Source Verified,11-Nov,Fully Paid,debt_consolidation,452xx,OH,19.2,0,10,0,11535,84.20%,20,15-Jul,0
16000,16000,16000.0, 36 months,6.03%,486.97,A,A1,Atos Inc,7 years,110000.0,Source Verified,11-Nov,Fully Paid,major_purchase,450xx,OH,14.86,2,7,0,35146,74%,42,13-Oct,0
25000,25000,24975.0, 60 months,18.25%,638.25,D,D5,Federal Aviation Administration,6 years,80000.0,Verified,11-Nov,Fully Paid,debt_consolidation,660xx,KS,15.31,1,11,0,25185,84.20%,38,15-Mar,0
15000,15000,15000.0, 36 months,9.91%,483.38,B,B1,Vive Inc.,3 years,50000.0,Not Verified,11-Nov,Fully Paid,other,532xx,WI,18.7,2,10,0,10881,51.30%,22,14-Nov,0
20000,20000,19725.0, 60 months,11.71%,441.97,B,B3,boeing,4 years,65000.0,Verified,11-Nov,Charged Off,credit_card,980xx,WA,16.36,0,15,0,17151,45.90%,29,12-Jun,0
2500,2500,2500.0, 36 months,7.51%,77.78,A,A3,,,63554.4,Not Verified,11-Nov,Fully Paid,major_purchase,740xx,OK,8.82,1,7,0,19166,53.40%,28,14-Feb,0
25600,25600,25600.0, 36 months,14.65%,883.06,C,C3,NewOrleans.Com Media L.L.C.,6 years,60000.0,Verified,11-Nov,Fully Paid,debt_consolidation,700xx,LA,16.86,1,8,0,6913,55.30%,22,14-Jul,0
15000,15000,14750.0, 60 months,18.25%,382.95,D,D5,Kpac,10+ years,49000.0,Source Verified,11-Nov,Fully Paid,wedding,905xx,CA,14.25,0,12,1,17635,76.30%,20,16-May,1
12000,12000,12000.0, 36 months,6.62%,368.45,A,A2,Farmers Insurance Exchange,4 years,82524.0,Verified,11-Nov,Fully Paid,debt_consolidation,902xx,CA,20.67,0,11,0,13311,26.80%,28,12-Dec,0
35000,35000,35000.0, 36 months,14.27%,1200.82,C,C2,apa logistics,10+ years,70000.0,Verified,11-Nov,Charged Off,debt_consolidation,073xx,NJ,16.63,0,5,0,12782,90%,13,13-Mar,0
11325,11325,11325.0, 36 months,15.96%,397.93,C,C5,Wells Fargo Bank,3 years,40000.0,Verified,11-Nov,Fully Paid,debt_consolidation,951xx,CA,22.59,1,5,0,12544,90.90%,13,12-Jan,0
21000,21000,20875.0, 60 months,13.49%,483.1,C,C1,Roofers Local 149,10+ years,80000.0,Verified,11-Nov,Current,house,480xx,MI,7.51,3,5,0,1250,29.10%,11,16-May,0
2500,2500,2500.0, 36 months,6.62%,76.76,A,A2,,,61200.0,Verified,11-Nov,Fully Paid,other,864xx,AZ,26.12,1,11,0,13571,54.90%,33,14-Dec,0
10625,10625,10625.0, 36 months,7.90%,332.46,A,A4,Buckeye Cable ,3 years,27900.0,Verified,11-Nov,Fully Paid,credit_card,436xx,OH,21.85,0,8,0,12059,58%,11,14-Nov,0
14400,14400,14375.0, 60 months,18.64%,370.7,E,E1,Simonton Windows,4 years,44000.0,Verified,11-Nov,Charged Off,debt_consolidation,956xx,CA,12.11,3,4,0,3858,72.80%,7,12-Aug,0
21250,21250,21250.0, 60 months,17.27%,531.21,D,D3,Southern California Edison,7 years,150000.0,Source Verified,11-Nov,Fully Paid,small_business,906xx,CA,10.11,3,14,0,6484,49.90%,44,14-Aug,0
35000,35000,34599.91039, 60 months,17.58%,880.8,D,D4,Capital group,10+ years,79000.0,Verified,11-Nov,Charged Off,debt_consolidation,910xx,CA,21.95,0,5,0,40680,63.70%,10,14-Oct,0
4000,4000,4000.0, 36 months,17.27%,143.15,D,D3,"Old Dominion Freight Lines, Inc.",4 years,43200.0,Not Verified,11-Nov,Charged Off,debt_consolidation,641xx,MO,10.44,2,8,0,7240,96.50%,12,13-Oct,0
3000,3000,3000.0, 36 months,12.42%,100.25,B,B4,disney,10+ years,61200.0,Verified,11-Nov,Fully Paid,other,925xx,CA,5.39,1,3,0,0,0%,6,12-May,0
4800,4800,4800.0, 36 months,12.42%,160.4,B,B4,marymount school,5 years,42000.0,Not Verified,11-Nov,Fully Paid,moving,111xx,NY,5.31,0,8,0,5093,48%,11,14-Sep,0
12000,12000,12000.0, 60 months,9.91%,254.44,B,B1,Elliott  Electric  Service ,10+ years,50000.0,Not Verified,11-Nov,Fully Paid,debt_consolidation,245xx,VA,3.31,3,7,0,5845,18.20%,20,15-May,0
12000,12000,12000.0, 60 months,17.27%,299.98,D,D3,chelsea senior living ,3 years,70000.0,Source Verified,11-Nov,Charged Off,debt_consolidation,191xx,PA,9.21,3,14,0,2865,41.90%,19,12-Feb,0
6000,6000,6000.0, 36 months,7.90%,187.75,A,A4,Siemens Energy Inc,4 years,81360.0,Verified,11-Nov,Fully Paid,debt_consolidation,328xx,FL,14.99,0,9,1,3200,19.90%,24,13-Aug,1
6000,6000,6000.0, 36 months,12.69%,201.27,B,B5,The Hillman Group,1 year,44000.0,Not Verified,11-Nov,Fully Paid,debt_consolidation,450xx,OH,16.72,1,12,0,8374,64.90%,18,14-Nov,0
14000,14000,14000.0, 36 months,12.42%,467.82,B,B4,Bandwidth.com,2 years,210000.0,Not Verified,11-Nov,Fully Paid,debt_consolidation,276xx,NC,9.9,0,10,0,2699,32.90%,20,12-Dec,0
22125,22125,21975.0, 60 months,13.49%,508.98,C,C1,WVU Foundation,1 year,50000.0,Verified,11-Nov,Charged Off,debt_consolidation,265xx,WV,27.43,0,6,0,28111,87%,23,12-Jul,0
24000,24000,23975.0, 60 months,12.69%,542.28,B,B5,Aero Specialties Mfg. Corp,10+ years,85000.0,Verified,11-Nov,Charged Off,debt_consolidation,117xx,NY,18.42,2,10,0,36739,53.50%,28,12-Jul,0
12000,12000,12000.0, 36 months,10.65%,390.88,B,B2,Horizon Group USA ,< 1 year,70000.0,Source Verified,11-Nov,Fully Paid,debt_consolidation,100xx,NY,14.45,0,6,0,11560,74.60%,14,14-Nov,0
9450,9450,9450.0, 36 months,6.62%,290.15,A,A2,University of Rochester,3 years,25000.0,Verified,11-Nov,Fully Paid,major_purchase,146xx,NY,22.61,2,12,0,5943,18.60%,22,13-Oct,0
8000,8000,8000.0, 36 months,6.03%,243.49,A,A1,Corporate Air,10+ years,50000.0,Verified,11-Nov,Fully Paid,home_improvement,841xx,UT,7.97,0,9,0,1124,3%,16,14-Nov,0
5600,5600,5600.0, 36 months,15.96%,196.77,C,C5,Loyola Marymount University,10+ years,75000.0,Source Verified,11-Nov,Fully Paid,debt_consolidation,917xx,CA,13.07,2,20,0,7099,23.60%,35,14-Jun,0
30000,30000,30000.0, 36 months,7.90%,938.71,A,A4,Fifth THird Securities,9 years,155000.0,Verified,11-Nov,Fully Paid,home_improvement,341xx,FL,9.86,3,11,0,79761,4.80%,39,12-Jan,0
23200,23200,23200.0, 60 months,20.89%,626.21,F,F1,US Coast Guard,10+ years,125000.0,Source Verified,11-Nov,Fully Paid,debt_consolidation,998xx,AK,23.37,1,15,0,35813,81.60%,31,13-Oct,0
9300,9300,9300.0, 60 months,14.65%,219.55,C,C3,plan b club,< 1 year,30000.0,Source Verified,11-Nov,Charged Off,other,900xx,CA,14.52,2,10,0,3219,22%,14,12-Mar,0
15000,15000,15000.0, 60 months,14.27%,351.13,C,C2,J.P. Morgan Chase,< 1 year,45000.0,Source Verified,11-Nov,Fully Paid,debt_consolidation,927xx,CA,18.32,1,10,0,3470,23.40%,14,13-Dec,0
6075,6075,6075.0, 36 months,11.71%,200.94,B,B3,,< 1 year,23850.0,Source Verified,11-Nov,Fully Paid,credit_card,770xx,TX,15.45,0,5,1,11429,82.40%,12,14-Jun,1
4000,4000,4000.0, 36 months,14.27%,137.24,C,C2,coral springs transportation,6 years,50000.0,Not Verified,11-Nov,Fully Paid,credit_card,330xx,FL,19.2,0,23,0,17561,63.60%,43,14-Nov,0
4350,4350,4350.0, 36 months,15.27%,151.37,C,C4,South Bay Auto Auction,1 year,90000.0,Not Verified,11-Nov,Charged Off,credit_card,907xx,CA,12.24,1,7,0,2740,77.60%,9,14-Jan,0
11000,11000,11000.0, 60 months,15.96%,267.27,C,C5,Hospital for Special Surgery,2 years,55000.0,Source Verified,11-Nov,Fully Paid,small_business,113xx,NY,0.55,2,5,0,763,2.60%,32,12-Jul,0
5750,5750,5500.0, 60 months,8.90%,119.09,A,A5,Los Angeles Sheriff Dept.,7 years,72000.0,Not Verified,11-Nov,Fully Paid,debt_consolidation,913xx,CA,21.82,0,10,0,140967,27.90%,22,15-Mar,0
10375,10375,10125.0, 60 months,8.90%,214.87,A,A5,Clean Harbors,8 years,50000.0,Not Verified,11-Nov,Fully Paid,debt_consolidation,236xx,VA,18.36,0,7,0,9075,44.30%,25,12-Oct,0
9000,9000,9000.0, 36 months,14.27%,308.79,C,C2,jam distributing,5 years,180000.0,Verified,11-Nov,Fully Paid,home_improvement,774xx,TX,5.61,0,6,0,8093,49%,30,14-Nov,0
10000,10000,10000.0, 60 months,17.27%,249.98,D,D3,Johnson Insurance ,5 years,46500.0,Verified,11-Nov,Fully Paid,debt_consolidation,852xx,AZ,14.71,1,11,1,18081,75.70%,17,13-Jul,1
20000,20000,20000.0, 36 months,11.71%,661.52,B,B3,JP Morgan Chase,< 1 year,43000.0,Verified,11-Nov,Charged Off,credit_card,117xx,NY,18.2,0,10,0,12711,84.20%,18,12-Apr,0
16000,16000,15975.0, 60 months,12.69%,361.52,B,B5,affinity gamming llc,1 year,40000.0,Source Verified,11-Nov,Current,debt_consolidation,891xx,NV,21.48,0,7,0,6774,65.10%,10,16-May,0
10000,10000,10000.0, 36 months,8.90%,317.54,A,A5,Immanuel EV Lutheran Church,10+ years,60000.0,Source Verified,11-Nov,Fully Paid,debt_consolidation,973xx,OR,8.12,0,7,0,11833,38.50%,28,12-Dec,0
10000,10000,10000.0, 36 months,12.69%,335.45,B,B5,AEM Corporation,,98000.0,Verified,11-Nov,Fully Paid,major_purchase,782xx,TX,24.12,1,21,0,856,2.30%,37,14-Nov,0
12875,12875,12875.0, 36 months,12.42%,430.23,B,B4,Gallo Glass Co.,10+ years,35000.0,Not Verified,11-Nov,Fully Paid,debt_consolidation,953xx,CA,23.14,1,10,0,11690,57.30%,30,13-Jul,0
4000,4000,4000.0, 36 months,6.03%,121.75,A,A1,Industry Systems,< 1 year,29120.0,Source Verified,11-Nov,Fully Paid,credit_card,730xx,OK,4.53,0,6,0,4339,24.10%,12,14-Mar,0
1000,1000,750.0, 36 months,11.71%,33.08,B,B3,Kaiser Permanente,10+ years,54000.0,Not Verified,11-Nov,Fully Paid,car,921xx,CA,15.27,0,9,0,16890,60.80%,14,12-Apr,0
3500,3500,3500.0, 36 months,13.49%,118.76,C,C1,Swiss Chalet Fine Foods,9 years,65000.0,Verified,11-Nov,Fully Paid,debt_consolidation,331xx,FL,22.15,0,17,0,22059,83.10%,40,13-Nov,0
10200,10200,9950.0, 60 months,7.90%,206.34,A,A4,network building and consulting,9 years,73171.0,Not Verified,11-Nov,Fully Paid,car,219xx,MD,4.54,0,9,0,2886,5.90%,20,15-Sep,0
8875,8875,8875.0, 36 months,19.03%,325.46,E,E2,Barry University,4 years,38200.0,Verified,11-Nov,Fully Paid,home_improvement,331xx,FL,24.69,0,25,0,7016,39.40%,36,13-Dec,0
2300,2300,2050.0, 36 months,11.71%,76.08,B,B3,DAW INDUSTRIES,7 years,62400.0,Source Verified,11-Nov,Fully Paid,debt_consolidation,921xx,CA,12.08,0,7,0,2166,36.70%,8,14-Nov,0
6850,6850,6850.0, 36 months,10.65%,223.13,B,B2,U.S. department of Justice,3 years,53000.0,Verified,11-Nov,Charged Off,credit_card,945xx,CA,22.42,0,7,0,2173,58.70%,14,13-Apr,0
6000,6000,5750.0, 36 months,7.90%,187.75,A,A4,PNC Bank,6 years,47500.0,Not Verified,11-Nov,Fully Paid,debt_consolidation,152xx,PA,10.69,0,22,0,9050,22.30%,44,12-Jul,0
12300,12300,12300.0, 36 months,6.62%,377.66,A,A2,Sterling McCall,1 year,28000.0,Not Verified,11-Nov,Fully Paid,debt_consolidation,706xx,LA,16.51,1,11,0,10825,16.10%,25,13-Sep,0
14000,14000,14000.0, 60 months,18.64%,360.41,E,E1,Skechers,6 years,65000.0,Source Verified,11-Nov,Fully Paid,debt_consolidation,904xx,CA,8.46,1,2,0,564,70.50%,19,14-Aug,0
14000,14000,14000.0, 36 months,16.29%,494.21,D,D1,Texas Health Presbyterian Hospital ,7 years,85000.0,Verified,11-Nov,Fully Paid,credit_card,750xx,TX,16.76,2,15,0,24536,71.70%,29,13-Jul,0
16000,16000,15750.0, 36 months,7.90%,500.65,A,A4,Morgan Stanley,3 years,125000.0,Source Verified,11-Nov,Fully Paid,debt_consolidation,106xx,NY,3.25,0,4,0,404,31.10%,12,11-Dec,0
6000,6000,6000.0, 36 months,15.27%,208.79,C,C4,workman oil,10+ years,35900.0,Source Verified,11-Nov,Fully Paid,small_business,240xx,VA,15.38,3,6,1,760,69.10%,19,14-Nov,0
6300,6300,6300.0, 36 months,11.71%,208.38,B,B3,US Army,10+ years,65000.0,Verified,11-Nov,Fully Paid,medical,760xx,TX,20.88,0,8,0,16322,87.30%,11,14-Jan,0
35000,35000,34972.8295, 60 months,14.27%,819.3,C,C2,,5 years,272000.0,Verified,11-Nov,Fully Paid,debt_consolidation,068xx,CT,8.54,2,11,0,9968,49.30%,35,16-Jan,0
6200,6200,6200.0, 36 months,6.03%,188.71,A,A1,"Buckman-Mitchell, Inc.",7 years,62000.0,Not Verified,11-Nov,Fully Paid,credit_card,932xx,CA,22.61,0,13,0,16101,38.40%,41,13-Dec,0
7200,7200,7200.0, 36 months,8.90%,228.63,A,A5,Epsilon,< 1 year,65000.0,Verified,11-Nov,Fully Paid,debt_consolidation,750xx,TX,14.29,2,11,0,30774,62.50%,31,14-Nov,0
4600,4600,4600.0, 36 months,11.71%,152.15,B,B3,Business Computer Solutions,< 1 year,33000.0,Source Verified,11-Nov,Fully Paid,debt_consolidation,756xx,TX,18.87,1,16,0,4570,36.60%,19,14-Nov,0
10625,10625,10625.0, 36 months,6.03%,323.38,A,A1,RAMJI LAW FIRM,2 years,24000.0,Source Verified,11-Nov,Fully Paid,credit_card,770xx,TX,20.8,0,13,0,6575,13.10%,24,13-Mar,0
1800,1800,1800.0, 36 months,11.71%,59.54,B,B3,CITY OF RYE PUBLIC WORKS,6 years,62000.0,Not Verified,11-Nov,Fully Paid,home_improvement,106xx,NY,13.97,2,16,0,10078,14.10%,46,14-Nov,0
15000,15000,14750.0, 60 months,14.27%,351.13,C,C2,Pioneer Power INC.,10+ years,81012.0,Not Verified,11-Nov,Fully Paid,debt_consolidation,550xx,MN,5.08,0,7,1,9954,48.10%,14,14-Aug,1
18550,18550,18500.0, 60 months,19.42%,485.5,E,E3,Illinois Central School Bus,< 1 year,138000.0,Verified,11-Nov,Charged Off,debt_consolidation,663xx,MO,22.03,1,19,0,59684,83.40%,41,13-Aug,0
7000,7000,7000.0, 36 months,6.03%,213.05,A,A1,Newbury Park Vision Care,5 years,35000.0,Source Verified,11-Nov,Fully Paid,debt_consolidation,930xx,CA,21.05,0,7,0,728,8.10%,12,13-Feb,0
10200,10200,10200.0, 36 months,17.27%,365.03,D,D3,ATS,< 1 year,40000.0,Not Verified,11-Nov,Fully Paid,debt_consolidation,708xx,LA,15.39,2,10,0,9147,73.80%,13,12-Jul,0
16000,16000,15925.0, 60 months,12.69%,361.52,B,B5,Gallop Corp.,7 years,45000.0,Verified,11-Nov,Fully Paid,debt_consolidation,917xx,CA,6.05,1,8,0,5895,33.10%,21,14-Mar,0
2000,2000,2000.0, 36 months,11.71%,66.16,B,B3,Maroone Toyota,< 1 year,21600.0,Source Verified,11-Nov,Charged Off,debt_consolidation,341xx,FL,21.56,1,8,0,8323,64%,15,12-Mar,0
13000,13000,13000.0, 36 months,12.42%,434.4,B,B4,,< 1 year,50000.0,Source Verified,11-Nov,Fully Paid,debt_consolidation,660xx,KS,18.26,0,8,0,7834,91.10%,32,14-Nov,0
8000,8000,8000.0, 36 months,6.03%,243.49,A,A1,RBS Citizens,2 years,55000.0,Source Verified,11-Nov,Fully Paid,debt_consolidation,481xx,MI,16.49,1,18,0,11274,12%,35,14-Aug,0
7200,7200,7200.0, 36 months,9.91%,232.02,B,B1,,2 years,38400.0,Not Verified,11-Nov,Fully Paid,credit_card,606xx,IL,12.78,2,6,0,10912,71.80%,14,14-Nov,0
35000,35000,34750.0, 60 months,11.71%,773.44,B,B3,"Waters, McPherson, McNeill",10+ years,82000.0,Verified,11-Nov,Charged Off,credit_card,088xx,NJ,12.23,0,16,0,21355,38.70%,42,14-Apr,0
4400,4400,4400.0, 36 months,6.62%,135.1,A,A2,,,49000.0,Not Verified,11-Nov,Fully Paid,credit_card,082xx,NJ,8.96,0,5,0,8473,31.20%,12,13-Aug,0
24000,24000,24000.0, 36 months,8.90%,762.08,A,A5,Donor Network of Arizona,8 years,200000.0,Source Verified,11-Nov,Fully Paid,credit_card,852xx,AZ,16.91,1,17,0,45103,43.80%,48,14-Nov,0
31825,31825,31777.34646, 60 months,21.67%,873.02,F,F3,The Matloff Company,3 years,67000.0,Verified,11-Nov,Fully Paid,credit_card,902xx,CA,24.29,0,4,0,36398,89.20%,11,15-Feb,0
14000,14000,14000.0, 36 months,14.27%,480.33,C,C2,Mullett Company,< 1 year,38400.0,Verified,11-Nov,Fully Paid,credit_card,444xx,OH,22.78,1,7,0,16574,76.60%,13,13-Nov,0
10000,10000,10000.0, 36 months,13.49%,339.31,C,C1,Tri-Ed Distribution,7 years,65000.0,Not Verified,11-Nov,Fully Paid,home_improvement,064xx,CT,13.02,2,12,0,7811,38.10%,30,12-Jan,0
6000,6000,6000.0, 36 months,7.51%,186.67,A,A3,New York Life Ins Co,10+ years,31000.0,Verified,11-Nov,Fully Paid,credit_card,088xx,NJ,21.52,4,14,0,14967,30.50%,55,12-Apr,0
